atom,resid,100ps,200ps,300ps,400ps,500ps,600ps,700ps,800ps,900ps,1000ps,Mean_100-1
HC1,terA,0.1698834335,0.169772029,0.1671214761,0.1973720618,0.1964763301,0.178654959,0.1835674662,0.1276247557,0.1806636882,0.1631845375,0.1734320737
CC2,terA,0.3157561543,0.4761531913,0.3694461023,0.4177078864,0.3868953595,0.4925211814,0.4789002168,0.3831842558,0.4403868971,0.3752060537,0.4136157299
CC3,terA,-0.2425685449,-0.3237362821,-0.238878786,-0.2329459007,-0.2414194287,-0.3205991081,-0.3385049298,-0.2538230558,-0.2879139126,-0.2714668849,-0.2751856834
HC2,terA,0.1279375998,0.144941742,0.1445787324,0.1351828532,0.1258076405,0.1746566693,0.153049095,0.1433644811,0.1547399096,0.1415021216,0.1445760845
CC4,terA,-0.0818586768,-0.0584262281,-0.1003754274,-0.1118604602,-0.0978196169,-0.0644445008,-0.0435010934,-0.0903003402,-0.0848286795,-0.0947578409,-0.0828172864
HC3,terA,0.1158862057,0.1169092091,0.1220579129,0.1275167651,0.1249927504,0.1115614181,0.1117273809,0.1223662081,0.1209429406,0.1227970176,0.1196757808
CC5,terA,-0.157572579,-0.186570494,-0.1612452095,-0.1671269361,-0.1694955591,-0.1885784478,-0.1813283615,-0.1666041302,-0.1689450798,-0.1490546193,-0.1696521416
HC4,terA,0.1260245784,0.1312361719,0.1275907773,0.1289951368,0.130771728,0.1295553736,0.1274184388,0.1273114143,0.1303345106,0.1249726576,0.1284210787
CC6,terA,-0.108028317,-0.072028777,-0.0856242659,-0.0667086222,-0.0903282709,-0.0381431026,-0.106763166,-0.0813251736,-0.0881028942,-0.1123483745,-0.0849400964
HC5,terA,0.1243679791,0.1192153842,0.1202685582,0.1166702522,0.1212219696,0.1162956649,0.1264744007,0.1200668973,0.1244431216,0.1224521211,0.1211476349
CC7,terA,-0.219206548,-0.3105327387,-0.2676913745,-0.297245882,-0.2488051206,-0.3457035338,-0.2543612804,-0.2865247221,-0.2747100818,-0.2494623713,-0.2754243653
HC6,terA,0.133704797,0.1644732815,0.1348109486,0.14743311,0.1290714238,0.1582728039,0.1655294988,0.1419842071,0.1386776804,0.1524951937,0.1466452945
CD1,terA,-0.0537109324,-0.4049008423,-0.0170961996,0.0385116973,0.2576840018,-0.1581310881,-0.2272441669,-0.4086667234,-0.0307785327,-0.1813379816,-0.1185670768
HD1,terA,0.1167804345,0.1369915313,0.0892186642,0.0949711557,0.0626548728,0.1133092129,0.1186143827,0.1590496357,0.1158846594,0.1278309397,0.1135305489
CD2,terA,-0.0535433058,0.8744935531,0.4434989653,0.0465649634,-0.0285336016,0.4092352216,0.5281520481,0.6522753489,0.0232390762,0.2202273546,0.3115609624
HD2,terA,0.2018472395,-0.0995641662,-0.0271218494,0.1528635169,0.1446821476,0.0315902972,-0.0392911644,-0.1090162844,0.1715763422,0.1335452379,0.0561111317
OD1,terA,-0.2990633962,-0.6378614947,-0.5690979898,-0.3531031793,-0.2829058653,-0.524462497,-0.5165781903,-0.6339443812,-0.4417212919,-0.3969915098,-0.4655729795
CD3,terA,0.2016713853,-0.2186800169,-0.0039083059,0.425893808,0.0010948576,0.072086055,0.0983343341,0.0003608841,0.3463527237,0.0175223673,0.0940728092
CD4,terA,0.124667786,0.1093829947,-0.0579999874,-0.0950501868,0.1355529187,0.0438796829,-0.0493768286,0.0667241867,-0.0821336097,0.2011013898,0.0396748346
CD5,terA,0.0197432517,0.5519417646,0.6207584033,-0.0236908338,-0.0422651465,0.2910847359,0.3516363464,0.6951839635,0.3292799279,0.3584431944,0.3152115607
HD3,terA,0.0833746987,-0.0228906159,-0.1030433212,0.126300974,0.12156021,0.0158873196,-0.0176804333,-0.0572956951,0.0522585917,0.0406206301,0.0239092359
CA1,terA,0.5651113137,0.1738778712,0.3345558187,0.503260383,0.5479688661,0.5007303649,0.4233532523,0.3382584748,0.37477892,0.2738864806,0.4035781745
OA1,terA,-0.4811463528,-0.3181013855,-0.3994942384,-0.465826037,-0.4595047739,-0.4243447524,-0.439109323,-0.4105664035,-0.447307194,-0.4033816188,-0.4248782079
OA2,terA,-0.5540764607,-0.4387382077,-0.2946870459,-0.2316605526,-0.413471136,-0.4821427198,-0.2916521959,-0.3222864454,-0.1877005214,-0.4132048945,-0.362962018
CA2,terA,0.3991400709,0.4268459721,0.2455655285,0.2233374053,0.1861097104,0.3473441999,0.1826060546,0.2484939007,0.2373348875,0.3763732693,0.2873150999
CA3,terA,0.2857451849,0.2251874309,0.1260595058,0.1787724946,0.3267444768,0.3109576368,0.3313181048,0.1934046099,0.1514358165,0.2431542168,0.2372779478
NA1,terA,-0.9480308681,-0.960476339,-0.6081313797,-0.7752991078,-0.890743175,-0.9382588441,-0.8615467092,-0.9311131716,-0.7493117867,-0.9265415005,-0.8589452882
HA1,terA,0.3616023322,0.3229119365,0.2371354234,0.3286931955,0.3264644525,0.3546637808,0.3024243169,0.3540558976,0.312091663,0.3616682421,0.326171124
HA2,terA,0.3042632454,0.3755177594,0.2726332234,0.2345011394,0.3274464446,0.3156767743,0.318566961,0.3443288288,0.284772353,0.311697602,0.3089404331
CB1,terA,0.352132941,0.7728171358,0.8173149332,-0.0691708362,0.5509207503,0.4825853431,0.5784391749,0.3535770621,0.1748927933,0.5086966772,0.4522205975
OB1,terA,-0.3801883306,-0.4918881344,-0.4968633869,-0.3590606721,-0.4210310494,-0.4750825419,-0.5015027117,-0.4469326965,-0.406489749,-0.466273109,-0.4445312382
OB2,terA,-0.4588870821,-0.4256398006,-0.5875122499,-0.283730042,-0.4402629175,-0.4609899516,-0.514358466,-0.2022965519,-0.472164799,-0.4068165953,-0.4252658456
CB2,terA,0.3487935964,0.1365628474,0.1510460172,0.3546514959,0.2350814737,0.2892046083,0.3933738998,0.0960537178,0.4014968744,0.2722808207,0.2678545352
CB3,terA,0.0756595428,0.3492396564,0.4335816082,0.3296014154,0.210886827,0.3274424077,0.2444405079,0.3802106427,0.3558946305,0.2014394932,0.2908396732
NB1,terA,-0.5938946515,-0.9298102728,-0.9323619253,-0.917370403,-0.7232136545,-0.9636446064,-1.0558311625,-1.0705082866,-1.0010833105,-0.8190283202,-0.9006746593
HB1,terA,0.2420588435,0.3204695537,0.3338259585,0.3423859488,0.2884406408,0.327538792,0.3739712258,0.3774661387,0.3379123875,0.2817990289,0.3225868518
HB2,terA,0.2684189177,0.3572858485,0.3240359748,0.2947435799,0.2733070887,0.3695033012,0.4006567736,0.4812157318,0.3637784191,0.3372983442,0.3470243979
CD6,terA,-0.0834470789,-0.1180663878,-0.2051013712,0.1801373337,-0.1230348891,-0.0584228624,-0.1503404972,-0.400225184,-0.0326632463,-0.2289229117,-0.1220087095
HD4,terA,0.1160099939,0.0734897394,0.1083254428,0.0345895453,0.1323112738,0.0950779014,0.1355506469,0.190229562,0.0648911503,0.1008203359,0.1051295592
